"transcript_id" "Gene_id" "symbol" "Locus_tag"
"886491" "NC_000962.3:c434679-424777" 886491 "PPE8" "Rv0355c"
"886490" "NC_000962.3:c435474-434830" 886490 "Rv0356c" "Rv0356c"
"886484" "NC_000962.3:c436769-435471" 886484 "purA" "Rv0357c"
"886493" "NC_000962.3:436860-437507" 886493 "Rv0358" "Rv0358"
"886482" "NC_000962.3:437518-438297" 886482 "Rv0359" "Rv0359"
"886480" "NC_000962.3:c438739-438302" 886480 "Rv0360c" "Rv0360c"
"886478" "NC_000962.3:438822-439649" 886478 "Rv0361" "Rv0361"
"886476" "NC_000962.3:439871-441253" 886476 "mgtE" "Rv0362"
"886474" "NC_000962.3:c442299-441265" 886474 "fba" "Rv0363c"
"886473" "NC_000962.3:442395-443078" 886473 "Rv0364" "Rv0364"
"886487" "NC_000962.3:c444197-443067" 886487 "Rv0365c" "Rv0365c"
"886471" "NC_000962.3:c444815-444222" 886471 "Rv0366c" "Rv0366c"
"886468" "NC_000962.3:c445233-444844" 886468 "Rv0367c" "Rv0367c"
"886469" "NC_000962.3:c446525-445314" 886469 "Rv0368c" "Rv0368c"
"886485" "NC_000962.3:c447046-446531" 886485 "Rv0369c" "Rv0369c"
"886465" "NC_000962.3:c448043-447147" 886465 "Rv0370c" "Rv0370c"
"886463" "NC_000962.3:c448633-448040" 886463 "Rv0371c" "Rv0371c"
"886460" "NC_000962.3:c449385-448630" 886460 "Rv0372c" "Rv0372c"
"886472" "NC_000962.3:c451803-449404" 886472 "Rv0373c" "Rv0373c"
"886462" "NC_000962.3:c452279-451800" 886462 "Rv0374c" "Rv0374c"
"886456" "NC_000962.3:c453154-452294" 886456 "Rv0375c" "Rv0375c"
"886454" "NC_000962.3:c454372-453230" 886454 "Rv0376c" "Rv0376c"
"886452" "NC_000962.3:454421-455386" 886452 "Rv0377" "Rv0377"
"886450" "NC_000962.3:455637-455858" 886450 "Rv0378" "Rv0378"
"886449" "NC_000962.3:455977-456192" 886449 "secE2" "Rv0379"
"886446" "NC_000962.3:c456819-456268" 886446 "Rv0380c" "Rv0380c"
"886444" "NC_000962.3:c457823-456915" 886444 "Rv0381c" "Rv0381c"
"886443" "NC_000962.3:c458380-457841" 886443 "pyrE" "Rv0382c"
"886458" "NC_000962.3:c459315-458461" 886458 "Rv0383c" "Rv0383c"
"886440" "NC_000962.3:c462002-459456" 886440 "clpB" "Rv0384c"
"886441" "NC_000962.3:462135-463307" 886441 "Rv0385" "Rv0385"
"886030" "NC_000962.3:463411-466668" 886030 "Rv0386" "Rv0386"
"886436" "NC_000962.3:c468001-466672" 886436 "Rv0387c" "Rv0387c"
"886032" "NC_000962.3:468335-469594" 886032 "purT" "Rv0389"
"886433" "NC_000962.3:469591-470013" 886433 "Rv0390" "Rv0390"
"886431" "NC_000962.3:470010-471230" 886431 "metZ" "Rv0391"
"886430" "NC_000962.3:c472639-471227" 886430 "ndhA" "Rv0392c"
"886428" "NC_000962.3:472781-474106" 886428 "Rv0393" "Rv0393"
"886435" "NC_000962.3:c474841-474122" 886435 "Rv0394c" "Rv0394c"
"886425" "NC_000962.3:474940-475344" 886425 "Rv0395" "Rv0395"
"886423" "NC_000962.3:475350-475742" 886423 "Rv0396" "Rv0396"
"886421" "NC_000962.3:475816-476184" 886421 "Rv0397" "Rv0397"
"14515846" "NC_000962.3:476394-476642" 14515846 "Rv0397A" "Rv0397A"
"886419" "NC_000962.3:c477320-476679" 886419 "Rv0398c" "Rv0398c"
"886416" "NC_000962.3:c478556-477327" 886416 "lpqK" "Rv0399c"
"886427" "NC_000962.3:c479753-478566" 886427 "fadE7" "Rv0400c"
"886438" "NC_000962.3:479789-480160" 886438 "Rv0401" "Rv0401"
"886413" "NC_000962.3:c483231-480355" 886413 "mmpL1" "Rv0402c"
"886411" "NC_000962.3:c483656-483228" 886411 "mmpS1" "Rv0403c"
"886409" "NC_000962.3:483977-485734" 886409 "fadD30" "Rv0404"
"886407" "NC_000962.3:485731-489939" 886407 "pks6" "Rv0405"
"886403" "NC_000962.3:c490705-489887" 886403 "Rv0406c" "Rv0406c"
"886418" "NC_000962.3:490783-491793" 886418 "fgd1" "Rv0407"
"886401" "NC_000962.3:491786-493858" 886401 "pta" "Rv0408"
"886399" "NC_000962.3:493851-495008" 886399 "ackA" "Rv0409"
"886397" "NC_000962.3:c497314-495062" 886397 "pknG" "Rv0410c"
"886393" "NC_000962.3:c498300-497314" 886393 "glnH" "Rv0411c"
"886415" "NC_000962.3:c499619-498300" 886415 "Rv0412c" "Rv0412c"
"886405" "NC_000962.3:499713-500366" 886405 "mutT3" "Rv0413"
"886391" "NC_000962.3:c501018-500350" 886391 "thiE" "Rv0414c"
"886390" "NC_000962.3:501148-502170" 886390 "thiO" "Rv0415"
"886395" "NC_000962.3:502167-502373" 886395 "thiS" "Rv0416"
"886396" "NC_000962.3:502366-503124" 886396 "thiG" "Rv0417"
"886381" "NC_000962.3:503496-504998" 886381 "lpqL" "Rv0418"
"886388" "NC_000962.3:505086-506582" 886388 "lpqM" "Rv0419"
"886383" "NC_000962.3:c506971-506561" 886383 "Rv0420c" "Rv0420c"
"886377" "NC_000962.3:c507761-507132" 886377 "Rv0421c" "Rv0421c"
"886375" "NC_000962.3:c508555-507758" 886375 "thiD" "Rv0422c"
"886379" "NC_000962.3:c510225-508582" 886379 "thiC" "Rv0423c"
"886374" "NC_000962.3:c510652-510377" 886374 "Rv0424c" "Rv0424c"
"886373" "NC_000962.3:c515321-510702" 886373 "ctpH" "Rv0425c"
"886387" "NC_000962.3:c515816-515373" 886387 "Rv0426c" "Rv0426c"
"886370" "NC_000962.3:c516892-516017" 886370 "xthA" "Rv0427c"
"886368" "NC_000962.3:c517803-516895" 886368 "Rv0428c" "Rv0428c"
"886366" "NC_000962.3:c518396-517803" 886366 "def" "Rv0429c"
"886364" "NC_000962.3:518733-519041" 886364 "Rv0430" "Rv0430"
"886362" "NC_000962.3:519073-519567" 886362 "Rv0431" "Rv0431"
"886358" "NC_000962.3:519600-520322" 886358 "sodC" "Rv0432"
"886356" "NC_000962.3:520324-521454" 886356 "Rv0433" "Rv0433"
"886360" "NC_000962.3:521514-522167" 886360 "Rv0434" "Rv0434"
"886352" "NC_000962.3:c524533-522347" 886352 "Rv0435c" "Rv0435c"
"886385" "NC_000962.3:c525390-524530" 886385 "pssA" "Rv0436c"
"886350" "NC_000962.3:c526082-525387" 886350 "psd" "Rv0437c"
"886348" "NC_000962.3:c527360-526143" 886348 "moeA2" "Rv0438c"
"886342" "NC_000962.3:c528314-527379" 886342 "Rv0439c" "Rv0439c"
"886354" "NC_000962.3:528608-530230" 886354 "groEL2" "Rv0440"
"886344" "NC_000962.3:c530724-530296" 886344 "Rv0441c" "Rv0441c"
"886340" "NC_000962.3:c532214-530751" 886340 "PPE10" "Rv0442c"
"886336" "NC_000962.3:532396-532911" 886336 "Rv0443" "Rv0443"
"886346" "NC_000962.3:c533789-533091" 886346 "rskA" "Rv0444c"
"886334" "NC_000962.3:c534396-533833" 886334 "sigK" "Rv0445c"
"886332" "NC_000962.3:c535215-534445" 886332 "Rv0446c" "Rv0446c"
"886330" "NC_000962.3:c536507-535224" 886330 "ufaA1" "Rv0447c"
"886328" "NC_000962.3:c537169-536504" 886328 "Rv0448c" "Rv0448c"
"886326" "NC_000962.3:c538548-537229" 886326 "Rv0449c" "Rv0449c"
"886323" "NC_000962.3:c541491-538588" 886323 "mmpL4" "Rv0450c"
"886321" "NC_000962.3:c541910-541488" 886321 "mmpS4" "Rv0451c"
"886319" "NC_000962.3:542142-542852" 886319 "Rv0452" "Rv0452"
"886317" "NC_000962.3:543174-544730" 886317 "PPE11" "Rv0453"
"886314" "NC_000962.3:c545821-545375" 886314 "Rv0455c" "Rv0455c"
"3205039" "NC_000962.3:c547357-547076" 3205039 "mazF1" "Rv0456A"
"14515889" "NC_000962.3:c547517-547344" 14515889 "mazE1" "Rv0456B"
"886312" "NC_000962.3:c546803-545889" 886312 "echA2" "Rv0456c"
"886310" "NC_000962.3:c549607-547586" 886310 "Rv0457c" "Rv0457c"
"886306" "NC_000962.3:549675-551198" 886306 "Rv0458" "Rv0458"
"886372" "NC_000962.3:551198-551689" 886372 "Rv0459" "Rv0459"
"886304" "NC_000962.3:551749-551988" 886304 "Rv0460" "Rv0460"
"886302" "NC_000962.3:552026-552550" 886302 "Rv0461" "Rv0461"
"886300" "NC_000962.3:552614-554008" 886300 "lpdC" "Rv0462"
"886299" "NC_000962.3:554016-554309" 886299 "Rv0463" "Rv0463"
"886296" "NC_000962.3:c554885-554313" 886296 "Rv0464c" "Rv0464c"
"886320" "NC_000962.3:c556306-554882" 886320 "Rv0465c" "Rv0465c"
"886294" "NC_000962.3:556458-557252" 886294 "Rv0466" "Rv0466"
"886291" "NC_000962.3:557527-558813" 886291 "icl1" "Rv0467"
"886288" "NC_000962.3:558895-559755" 886288 "fadB2" "Rv0468"
"886286" "NC_000962.3:559888-560748" 886286 "umaA" "Rv0469"
"3205059" "NC_000962.3:c562294-561854" 3205059 "Rv0470A" "Rv0470A"
"886284" "NC_000962.3:c561711-560848" 886284 "pcaA" "Rv0470c"
"886280" "NC_000962.3:c562713-562225" 886280 "Rv0471c" "Rv0471c"
"886308" "NC_000962.3:c563427-562723" 886308 "Rv0472c" "Rv0472c"
"886279" "NC_000962.3:563564-564934" 886279 "Rv0473" "Rv0473"
"886276" "NC_000962.3:565021-565443" 886276 "Rv0474" "Rv0474"
"886272" "NC_000962.3:565797-566396" 886272 "hbhA" "Rv0475"
"886282" "NC_000962.3:566508-566771" 886282 "Rv0476" "Rv0476"
"886273" "NC_000962.3:566776-567222" 886273 "Rv0477" "Rv0477"
"888425" "NC_000962.3:567222-567896" 888425 "deoC" "Rv0478"
"885535" "NC_000962.3:c568967-567921" 885535 "Rv0479c" "Rv0479c"
"887163" "NC_000962.3:c569806-568964" 887163 "Rv0480c" "Rv0480c"
"887161" "NC_000962.3:c570512-569988" 887161 "Rv0481c" "Rv0481c"
"887169" "NC_000962.3:570539-571648" 887169 "murB" "Rv0482"
"887167" "NC_000962.3:571710-573065" 887167 "lprQ" "Rv0483"
"887158" "NC_000962.3:c573801-573046" 887158 "Rv0484c" "Rv0484c"
"887170" "NC_000962.3:573984-575300" 887170 "Rv0485" "Rv0485"
"887160" "NC_000962.3:575348-576790" 887160 "mshA" "Rv0486"
"887162" "NC_000962.3:576787-577338" 887162 "Rv0487" "Rv0487"
"887171" "NC_000962.3:577664-578269" 887171 "Rv0488" "Rv0488"
"887183" "NC_000962.3:578426-579175" 887183 "gpm1" "Rv0489"
"887185" "NC_000962.3:579349-580581" 887185 "senX3" "Rv0490"
"887195" "NC_000962.3:580809-581492" 887195 "regX3" "Rv0491"
"3205069" "NC_000962.3:c583704-583375" 3205069 "Rv0492A" "Rv0492A"
"887199" "NC_000962.3:c583378-581489" 887199 "Rv0492c" "Rv0492c"
"887200" "NC_000962.3:c584690-583701" 887200 "Rv0493c" "Rv0493c"
"887166" "NC_000962.3:584695-585423" 887166 "Rv0494" "Rv0494"
"887198" "NC_000962.3:c586314-585424" 887198 "Rv0495c" "Rv0495c"
"887234" "NC_000962.3:586394-587380" 887234 "Rv0496" "Rv0496"
"887240" "NC_000962.3:587377-588309" 887240 "Rv0497" "Rv0497"
"887238" "NC_000962.3:588325-589167" 887238 "Rv0498" "Rv0498"
"887243" "NC_000962.3:589183-590058" 887243 "Rv0499" "Rv0499"
"887256" "NC_000962.3:590083-590970" 887256 "proC" "Rv0500"
"3205035" "NC_000962.3:591111-591347" 3205035 "Rv0500A" "Rv0500A"
"887228" "NC_000962.3:591654-592784" 887228 "galE2" "Rv0501"
"887260" "NC_000962.3:592791-593867" 887260 "Rv0502" "Rv0502"
"887264" "NC_000962.3:c594779-593871" 887264 "cmaA2" "Rv0503c"
"887268" "NC_000962.3:c595302-594802" 887268 "Rv0504c" "Rv0504c"
"887270" "NC_000962.3:c596585-595464" 887270 "serB1" "Rv0505c"
"887279" "NC_000962.3:596759-597202" 887279 "mmpS2" "Rv0506"
"887248" "NC_000962.3:597199-600105" 887248 "mmpL2" "Rv0507"
"887301" "NC_000962.3:600098-600391" 887301 "Rv0508" "Rv0508"
"887292" "NC_000962.3:600441-601847" 887292 "hemA" "Rv0509"
"887306" "NC_000962.3:601857-602786" 887306 "hemC" "Rv0510"
"887280" "NC_000962.3:602819-604516" 887280 "hemD" "Rv0511"
"887312" "NC_000962.3:604602-605591" 887312 "hemB" "Rv0512"
"887307" "NC_000962.3:605604-606152" 887307 "Rv0513" "Rv0513"
"887319" "NC_000962.3:606149-606448" 887319 "Rv0514" "Rv0514"
"887322" "NC_000962.3:606551-608062" 887322 "Rv0515" "Rv0515"
"887324" "NC_000962.3:c608535-608059" 887324 "Rv0516c" "Rv0516c"
"887323" "NC_000962.3:608746-610056" 887323 "Rv0517" "Rv0517"
"887321" "NC_000962.3:610188-610883" 887321 "Rv0518" "Rv0518"
"887334" "NC_000962.3:c612074-611172" 887334 "Rv0519c" "Rv0519c"
"886261" "NC_000962.3:613038-614342" 886261 "gabP" "Rv0522"
"887341" "NC_000962.3:c614721-614326" 887341 "Rv0523c" "Rv0523c"
"887349" "NC_000962.3:614835-616223" 887349 "hemL" "Rv0524"
"887358" "NC_000962.3:616223-616831" 887358 "Rv0525" "Rv0525"
"887339" "NC_000962.3:616846-617496" 887339 "Rv0526" "Rv0526"
"887362" "NC_000962.3:617493-618272" 887362 "ccdA" "Rv0527"
"887372" "NC_000962.3:618305-619894" 887372 "Rv0528" "Rv0528"
"887380" "NC_000962.3:619891-620865" 887380 "ccsA" "Rv0529"
"887385" "NC_000962.3:620907-622124" 887385 "Rv0530" "Rv0530"
"14515848" "NC_000962.3:c622282-622121" 14515848 "Rv0530A" "Rv0530A"
"887376" "NC_000962.3:622329-622646" 887376 "Rv0531" "Rv0531"
"887391" "NC_000962.3:622793-624577" 887391 "PE_PGRS6" "Rv0532"
"887381" "NC_000962.3:c625480-624473" 887381 "fabH" "Rv0533c"
"887408" "NC_000962.3:c626440-625562" 887408 "menA" "Rv0534c"
"887430" "NC_000962.3:626457-627251" 887430 "Rv0535" "Rv0535"
"887457" "NC_000962.3:627248-628288" 887457 "galE3" "Rv0536"
"887465" "NC_000962.3:c629731-628298" 887465 "Rv0537c" "Rv0537c"
"887473" "NC_000962.3:630040-631686" 887473 "Rv0538" "Rv0538"
"887476" "NC_000962.3:631743-632375" 887476 "Rv0539" "Rv0539"
"887489" "NC_000962.3:632372-633034" 887489 "Rv0540" "Rv0540"
"887416" "NC_000962.3:c634404-633055" 887416 "Rv0541c" "Rv0541c"
"887507" "NC_000962.3:c635504-634416" 887507 "menE" "Rv0542c"
"887494" "NC_000962.3:c635875-635573" 887494 "Rv0543c" "Rv0543c"
"887511" "NC_000962.3:c636213-635935" 887511 "Rv0544c" "Rv0544c"
"887517" "NC_000962.3:c637463-636210" 887517 "pitA" "Rv0545c"
"887509" "NC_000962.3:c637969-637583" 887509 "Rv0546c" "Rv0546c"
"887527" "NC_000962.3:c638916-638032" 887527 "Rv0547c" "Rv0547c"
"887529" "NC_000962.3:c639956-639012" 887529 "menB" "Rv0548c"
"887534" "NC_000962.3:c640641-640228" 887534 "vapC3" "Rv0549c"
"887515" "NC_000962.3:c640904-640638" 887515 "vapB3" "Rv0550c"
"887526" "NC_000962.3:c642811-641096" 887526 "fadD8" "Rv0551c"
"887537" "NC_000962.3:642889-644493" 887537 "Rv0552" "Rv0552"
"887544" "NC_000962.3:644490-645470" 887544 "menC" "Rv0553"
"887535" "NC_000962.3:645467-646255" 887535 "bpoC" "Rv0554"
"887554" "NC_000962.3:646298-647962" 887554 "menD" "Rv0555"
"887551" "NC_000962.3:647959-648474" 887551 "Rv0556" "Rv0556"
"887609" "NC_000962.3:648536-649672" 887609 "mgtA" "Rv0557"
"887591" "NC_000962.3:649689-650393" 887591 "menH" "Rv0558"
"887569" "NC_000962.3:c650745-650407" 887569 "Rv0559c" "Rv0559c"
"887637" "NC_000962.3:c651504-650779" 887637 "Rv0560c" "Rv0560c"
"887638" "NC_000962.3:c652755-651529" 887638 "Rv0561c" "Rv0561c"
"887647" "NC_000962.3:652771-653778" 887647 "grcC1" "Rv0562"
"887649" "NC_000962.3:653879-654739" 887649 "htpX" "Rv0563"
"887651" "NC_000962.3:c655949-654924" 887651 "gpdA1" "Rv0564c"
"887662" "NC_000962.3:c657470-656010" 887662 "Rv0565c" "Rv0565c"
"887633" "NC_000962.3:c658039-657548" 887633 "Rv0566c" "Rv0566c"
"887667" "NC_000962.3:658321-659340" 887667 "Rv0567" "Rv0567"
"887654" "NC_000962.3:659450-660868" 887654 "cyp135B1" "Rv0568"
"887678" "NC_000962.3:661003-661269" 887678 "Rv0569" "Rv0569"
"887666" "NC_000962.3:661295-663373" 887666 "nrdZ" "Rv0570"
"887710" "NC_000962.3:c664818-663487" 887710 "Rv0571c" "Rv0571c"
"887696" "NC_000962.3:c665383-665042" 887696 "Rv0572c" "Rv0572c"
"887716" "NC_000962.3:c667242-665851" 887716 "pncB2" "Rv0573c"
"887721" "NC_000962.3:c668394-667252" 887721 "Rv0574c" "Rv0574c"
"887720" "NC_000962.3:c669745-668579" 887720 "Rv0575c" "Rv0575c"
"887717" "NC_000962.3:669848-671152" 887717 "Rv0576" "Rv0576"
"887732" "NC_000962.3:671166-671951" 887732 "TB27.3" "Rv0577"
"887725" "NC_000962.3:c675916-671996" 887725 "PE_PGRS7" "Rv0578c"
"887738" "NC_000962.3:676238-676996" 887738 "Rv0579" "Rv0579"
"887712" "NC_000962.3:c677616-677125" 887712 "Rv0580c" "Rv0580c"
"887739" "NC_000962.3:677710-677925" 887739 "vapB26" "Rv0581"
"887747" "NC_000962.3:677922-678329" 887747 "vapC26" "Rv0582"
"887733" "NC_000962.3:c679075-678389" 887733 "lpqN" "Rv0583c"
"887752" "NC_000962.3:679229-681862" 887752 "Rv0584" "Rv0584"
"887753" "NC_000962.3:c684272-681885" 887753 "Rv0585c" "Rv0585c"
"887754" "NC_000962.3:684410-685132" 887754 "mce2R" "Rv0586"
"887755" "NC_000962.3:685129-685926" 887755 "yrbE2A" "Rv0587"
"887761" "NC_000962.3:685928-686815" 887761 "Rv0588" "Rv0588"
"887745" "NC_000962.3:686821-688035" 887745 "mce2A" "Rv0589"
"887770" "NC_000962.3:689059-690504" 887770 "mce2C" "Rv0591"
"887786" "NC_000962.3:690501-692027" 887786 "mce2D" "Rv0592"
"887829" "NC_000962.3:692024-693232" 887829 "lprL" "Rv0593"
"887797" "NC_000962.3:693237-694787" 887797 "mce2F" "Rv0594"
"887835" "NC_000962.3:c695231-694839" 887835 "vapC4" "Rv0595c"
"887846" "NC_000962.3:c695485-695228" 887846 "vapB4" "Rv0596c"
"887853" "NC_000962.3:c696903-695668" 887853 "Rv0597c" "Rv0597c"
"887861" "NC_000962.3:c697567-697154" 887861 "vapC27" "Rv0598c"
"887856" "NC_000962.3:c697800-697564" 887856 "vapB27" "Rv0599c"
"887847" "NC_000962.3:c698410-697904" 887847 "Rv0600c" "Rv0600c"
"887868" "NC_000962.3:c698994-698524" 887868 "Rv0601c" "Rv0601c"
"887870" "NC_000962.3:c699799-699038" 887870 "tcrA" "Rv0602c"
"887863" "NC_000962.3:699856-700167" 887863 "Rv0603" "Rv0603"
"887879" "NC_000962.3:700239-701189" 887879 "lpqO" "Rv0604"
"887872" "NC_000962.3:701430-702014" 887872 "Rv0605" "Rv0605"
"887883" "NC_000962.3:702813-703199" 887883 "Rv0607" "Rv0607"
"887895" "NC_000962.3:703244-703489" 887895 "vapB28" "Rv0608"
"887896" "NC_000962.3:703486-703887" 887896 "vapC28" "Rv0609"
"3205046" "NC_000962.3:703830-704057" 3205046 "Rv0609A" "Rv0609A"
"887890" "NC_000962.3:c705909-704752" 887890 "Rv0610c" "Rv0610c"
"887906" "NC_000962.3:c706182-705961" 887906 "Rv0611c" "Rv0611c"
"887908" "NC_000962.3:706324-706929" 887908 "Rv0612" "Rv0612"
"887913" "NC_000962.3:c709515-706948" 887913 "Rv0613c" "Rv0613c"
"887914" "NC_000962.3:709356-710348" 887914 "Rv0614" "Rv0614"
"887920" "NC_000962.3:710345-710587" 887920 "Rv0615" "Rv0615"
"14515850" "NC_000962.3:710782-711009" 14515850 "vapB29" "Rv0616A"
"887926" "NC_000962.3:711006-711407" 887926 "vapC29" "Rv0617"
"887932" "NC_000962.3:711638-712719" 887932 "galT" "Rv0618"
"887936" "NC_000962.3:712716-713807" 887936 "galK" "Rv0620"
"887901" "NC_000962.3:714202-715266" 887901 "Rv0621" "Rv0621"
"887942" "NC_000962.3:715370-716317" 887942 "Rv0622" "Rv0622"
"887970" "NC_000962.3:716410-716664" 887970 "vapB30" "Rv0623"
"887951" "NC_000962.3:716664-717059" 887951 "vapC30" "Rv0624"
"887967" "NC_000962.3:c717893-717153" 887967 "Rv0625c" "Rv0625c"
"887996" "NC_000962.3:718025-718285" 887996 "vapB5" "Rv0626"
"887991" "NC_000962.3:718282-718689" 887991 "vapC5" "Rv0627"
"887986" "NC_000962.3:c719912-718761" 887986 "Rv0628c" "Rv0628c"
"887999" "NC_000962.3:c721732-720005" 887999 "recD" "Rv0629c"
"888004" "NC_000962.3:c725013-721729" 888004 "recB" "Rv0630c"
"888008" "NC_000962.3:c728306-725013" 888008 "recC" "Rv0631c"
"888015" "NC_000962.3:c729278-728583" 888015 "echA3" "Rv0632c"
"888001" "NC_000962.3:c730166-729327" 888001 "Rv0633c" "Rv0633c"
"3205041" "NC_000962.3:731113-731364" 3205041 "Rv0634A" "Rv0634A"
"3205042" "NC_000962.3:731712-731879" 3205042 "rpmG2" "Rv0634B"
"888016" "NC_000962.3:c731033-730320" 888016 "Rv0634c" "Rv0634c"
"888032" "NC_000962.3:731930-732406" 888032 "hadA" "Rv0635"
"888031" "NC_000962.3:732393-732821" 888031 "hadB" "Rv0636"
"888019" "NC_000962.3:732825-733325" 888019 "hadC" "Rv0637"
"888042" "NC_000962.3:733737-734222" 888042 "secE1" "Rv0638"
"888039" "NC_000962.3:734254-734970" 888039 "nusG" "Rv0639"
"888045" "NC_000962.3:735022-735450" 888045 "rplK" "Rv0640"
"888043" "NC_000962.3:735517-736224" 888043 "rplA" "Rv0641"
"888056" "NC_000962.3:c737203-736298" 888056 "mmaA4" "Rv0642c"
"888058" "NC_000962.3:c738149-737268" 888058 "mmaA3" "Rv0643c"
"888061" "NC_000962.3:c739160-738297" 888061 "mmaA2" "Rv0644c"
"888060" "NC_000962.3:c740187-739327" 888060 "mmaA1" "Rv0645c"
"888065" "NC_000962.3:c741139-740234" 888065 "lipG" "Rv0646c"
"888070" "NC_000962.3:c742617-741151" 888070 "Rv0647c" "Rv0647c"
"888048" "NC_000962.3:742719-746366" 888048 "Rv0648" "Rv0648"
"888079" "NC_000962.3:746363-747037" 888079 "fabD2" "Rv0649"
"888082" "NC_000962.3:747037-747945" 888082 "Rv0650" "Rv0650"
"888049" "NC_000962.3:748276-748812" 888049 "rplJ" "Rv0651"
"888078" "NC_000962.3:748849-749241" 888078 "rplL" "Rv0652"
"888087" "NC_000962.3:c749929-749234" 888087 "Rv0653c" "Rv0653c"
"888089" "NC_000962.3:750000-751505" 888089 "Rv0654" "Rv0654"
"888081" "NC_000962.3:751517-752596" 888081 "mkl" "Rv0655"
"888106" "NC_000962.3:c753367-752984" 888106 "vapC6" "Rv0656c"
"888077" "NC_000962.3:c753617-753462" 888077 "vapB6" "Rv0657c"
"888102" "NC_000962.3:c754409-753693" 888102 "Rv0658c" "Rv0658c"
"888134" "NC_000962.3:c754993-754685" 888134 "mazF2" "Rv0659c"
"888141" "NC_000962.3:c755225-754980" 888141 "mazE2" "Rv0660c"
"888143" "NC_000962.3:c755772-755335" 888143 "vapC7" "Rv0661c"
"888117" "NC_000962.3:c756023-755769" 888117 "vapB7" "Rv0662c"
"888144" "NC_000962.3:756137-758500" 888144 "atsD" "Rv0663"
"888146" "NC_000962.3:758532-758804" 888146 "vapB8" "Rv0664"
"888149" "NC_000962.3:758801-759139" 888149 "vapC8" "Rv0665"
"888158" "NC_000962.3:759136-759309" 888158 "Rv0666" "Rv0666"
"888164" "NC_000962.3:759807-763325" 888164 "rpoB" "Rv0667"
"888177" "NC_000962.3:763370-767320" 888177 "rpoC" "Rv0668"
"888181" "NC_000962.3:c769597-767684" 888181 "Rv0669c" "Rv0669c"
"888190" "NC_000962.3:769792-770550" 888190 "end" "Rv0670"
"888194" "NC_000962.3:770582-771424" 888194 "lpqP" "Rv0671"
"888198" "NC_000962.3:771484-773112" 888198 "fadE8" "Rv0672"
"888175" "NC_000962.3:773123-774061" 888175 "echA4" "Rv0673"
"888203" "NC_000962.3:774064-774786" 888203 "Rv0674" "Rv0674"
"888222" "NC_000962.3:774783-775574" 888222 "echA5" "Rv0675"
"888219" "NC_000962.3:c778480-775586" 888219 "mmpL5" "Rv0676c"
"888233" "NC_000962.3:c778905-778477" 888233 "mmpS5" "Rv0677c"
"888235" "NC_000962.3:778990-779487" 888235 "Rv0678" "Rv0678"
"888230" "NC_000962.3:c780040-779543" 888230 "Rv0679c" "Rv0679c"
"888229" "NC_000962.3:c780416-780042" 888229 "Rv0680c" "Rv0680c"
"888239" "NC_000962.3:780721-781311" 888239 "Rv0681" "Rv0681"
"888259" "NC_000962.3:781560-781934" 888259 "rpsL" "Rv0682"
"888245" "NC_000962.3:781934-782404" 888245 "rpsG" "Rv0683"
"888240" "NC_000962.3:782485-784590" 888240 "fusA1" "Rv0684"
"888262" "NC_000962.3:784821-786011" 888262 "tuf" "Rv0685"
"888271" "NC_000962.3:786149-786946" 888271 "Rv0686" "Rv0686"
"888279" "NC_000962.3:787099-787926" 888279 "Rv0687" "Rv0687"
"888280" "NC_000962.3:787940-789160" 888280 "Rv0688" "Rv0688"
"888283" "NC_000962.3:c789411-789157" 888283 "Rv0689c" "Rv0689c"
"888292" "NC_000962.3:c791073-790024" 888292 "Rv0690c" "Rv0690c"
"14515851" "NC_000962.3:791757-791846" 14515851 "Rv0691A" "Rv0691A"
"888296" "NC_000962.3:c791666-791070" 888296 "Rv0691c" "Rv0691c"
"888285" "NC_000962.3:791831-792160" 888285 "Rv0692" "Rv0692"
"888302" "NC_000962.3:792157-793332" 888302 "Rv0693" "Rv0693"
"888310" "NC_000962.3:793335-794525" 888310 "Rv0694" "Rv0694"
"888314" "NC_000962.3:794715-795470" 888314 "Rv0695" "Rv0695"
"888307" "NC_000962.3:795519-796931" 888307 "Rv0696" "Rv0696"
"888316" "NC_000962.3:796933-798372" 888316 "Rv0697" "Rv0697"
"888327" "NC_000962.3:798833-799444" 888327 "Rv0698" "Rv0698"
"888335" "NC_000962.3:799629-799850" 888335 "Rv0699" "Rv0699"
"888331" "NC_000962.3:800487-800792" 888331 "rpsJ" "Rv0700"
"888343" "NC_000962.3:800809-801462" 888343 "rplC" "Rv0701"
"888345" "NC_000962.3:801462-802133" 888345 "rplD" "Rv0702"
"888353" "NC_000962.3:802133-802435" 888353 "rplW" "Rv0703"
"888341" "NC_000962.3:802528-803370" 888341 "rplB" "Rv0704"
"888356" "NC_000962.3:803411-803692" 888356 "rpsS" "Rv0705"
"888359" "NC_000962.3:803689-804282" 888359 "rplV" "Rv0706"
"888357" "NC_000962.3:804282-805106" 888357 "rpsC" "Rv0707"
"888377" "NC_000962.3:805110-805526" 888377 "rplP" "Rv0708"
"888374" "NC_000962.3:805526-805759" 888374 "rpmC" "Rv0709"
"888391" "NC_000962.3:805756-806166" 888391 "rpsQ" "Rv0710"
"888394" "NC_000962.3:806335-808698" 888394 "atsA" "Rv0711"
"888346" "NC_000962.3:808746-809645" 888346 "Rv0712" "Rv0712"
